,Unnamed: 0,reviews,cleaned_reviews,sentiment_score
292,292,"Check in easy at BGI due to us checking flightradar24 and finding the flight was delayed by nearly 2 hours, no notification from the airlines so other passengers arrived earlier. Easy boarding in sequence numbers. Seat is a joke for 8 hour flight, no leg room on isle seat of 4, the seat in front frame blocks you stretching your legs and once the passenger in front reclines its even worse. Food is mediocre with poor choice and all of the drink choices had run out before the stewardess had arrived to my seat (only choice Coca-Cola, water or red wine. The connecting flight from LHR - MAN was cancelled with no contact from the airline, I only found out trying to book a seat on the return legs, with no alternative flight provided. We had to privately book a taxi from LHR to Manchester for 4 persons as this worked out cheaper than the train. The outbound flight was also a farce, no mention of Terminal change at LHR from 5 to 3, so quick turnaround changing terminals was chaotic and stressful for older relatives travelling with us. Overall shocking from British Airways and can guarantee I will never use them again.",check in easy at bgi due to us checking flightradar24 and finding the flight was delayed by nearly 2 hours no notification from the airlines so other passengers arrived earlier easy boarding in sequence numbers seat is a joke for 8 hour flight no leg room on isle seat of 4 the seat in front frame blocks you stretching your legs and once the passenger in front reclines its even worse food is mediocre with poor choice and all of the drink choices had run out before the stewardess had arrived to my seat only choice cocacola water or red wine the connecting flight from lhr  man was cancelled with no contact from the airline i only found out trying to book a seat on the return legs with no alternative flight provided we had to privately book a taxi from lhr to manchester for 4 persons as this worked out cheaper than the train the outbound flight was also a farce no mention of terminal change at lhr from 5 to 3 so quick turnaround changing terminals was chaotic and stressful for older relatives travelling with us overall shocking from british airways and can guarantee i will never use them again,"{'neg': 0.161, 'neu': 0.793, 'pos': 0.046, 'compound': -0.9678}"
293,293,"British Airways - Travel with Confidence. Probably the most unsuitable tag line, they should be ashamed. Back in October I booked a holiday to Punta Cana with BA only to have it cancelled early in 2022. Late last year I also booked Heathrow to Malaga for a family wedding in May. Guess what, a few weeks ago that also got cancelled. I had the chance to rebook with BA but with so many cancellations planned I was not willing to take the risk of not making my destination for such an important event, so applied for and received a refund. I have now also asked for my Executive Club account to be closed as I shall no longer be wasting my time booking with such a shambles of an airline. My suggestion is if you want to 'travel with confidence' choose another airline. Any airline.",british airways  travel with confidence probably the most unsuitable tag line they should be ashamed back in october i booked a holiday to punta cana with ba only to have it cancelled early in 2022 late last year i also booked heathrow to malaga for a family wedding in may guess what a few weeks ago that also got cancelled i had the chance to rebook with ba but with so many cancellations planned i was not willing to take the risk of not making my destination for such an important event so applied for and received a refund i have now also asked for my executive club account to be closed as i shall no longer be wasting my time booking with such a shambles of an airline my suggestion is if you want to travel with confidence choose another airline any airline,"{'neg': 0.095, 'neu': 0.814, 'pos': 0.091, 'compound': -0.1154}"
294,294,Business class seating shown as a 2x2 configuration on the website is economy style with an unsold middle seat - not much more comfortable than economy. Meal service started with three options but was down to 2 options by row 5 (out of 8 in business class) and by row 6 where we were seated only one of us had 2 options then only grilled tofu was available for the rest of business class.,business class seating shown as a 2x2 configuration on the website is economy style with an unsold middle seat  not much more comfortable than economy meal service started with three options but was down to 2 options by row 5 out of 8 in business class and by row 6 where we were seated only one of us had 2 options then only grilled tofu was available for the rest of business class,"{'neg': 0.029, 'neu': 0.971, 'pos': 0.0, 'compound': -0.2405}"
295,295,We arrived 3 and half hours before our flight the queues to BA was terrible. The airport security lines were not managed well. The gate was closing as we arrived after jogging to the gate (with asthma). It was by far the worst travelling experience i have ever had that i have experienced. All the airlines should put out a warning that you should arrive at least 4 hours before to have an enjoyable experience. Amsterdam is the worst airport I have experienced. ,we arrived 3 and half hours before our flight the queues to ba was terrible the airport security lines were not managed well the gate was closing as we arrived after jogging to the gate with asthma it was by far the worst travelling experience i have ever had that i have experienced all the airlines should put out a warning that you should arrive at least 4 hours before to have an enjoyable experience amsterdam is the worst airport i have experienced ,"{'neg': 0.171, 'neu': 0.771, 'pos': 0.058, 'compound': -0.8811}"
296,296,"BA says that tickets are flexible and cancellation is free within 24 hrs. That reality is an absolutely miserable alternative. 8 hours after booking, I need to change my flight. I assume I will get a refund like their site says I will - that was apparently a lie. They actually give me a voucher. To request the voucher I have to sign away that I agree to the voucher despite not knowing how much money they will refund me and I might not get it for a week.  I am panicked so I try calling them. Of course, calling them does nothing. The hotline says that they are too busy. This happens again and again. So, I give up, submit the request online despite no guarantee of amount or timing. Luckily it shows up quickly, and I rebook. Then I need to change my booking again. I go to request a voucher again. This time the voucher code doesn't work on the website when I enter it. So here I am needing to rebook with a useless voucher. Finally I call the executive class phone line (which I am not a member of) and then eventually pick up and agree to help me. They do some thing on their back end and tell me that they will send the information to their booking department who will contact me in 72 hours.",ba says that tickets are flexible and cancellation is free within 24 hrs that reality is an absolutely miserable alternative 8 hours after booking i need to change my flight i assume i will get a refund like their site says i will  that was apparently a lie they actually give me a voucher to request the voucher i have to sign away that i agree to the voucher despite not knowing how much money they will refund me and i might not get it for a week  i am panicked so i try calling them of course calling them does nothing the hotline says that they are too busy this happens again and again so i give up submit the request online despite no guarantee of amount or timing luckily it shows up quickly and i rebook then i need to change my booking again i go to request a voucher again this time the voucher code doesnt work on the website when i enter it so here i am needing to rebook with a useless voucher finally i call the executive class phone line which i am not a member of and then eventually pick up and agree to help me they do some thing on their back end and tell me that they will send the information to their booking department who will contact me in 72 hours,"{'neg': 0.049, 'neu': 0.86, 'pos': 0.091, 'compound': 0.8203}"
297,297,"I have been battling a long overdue refund with BA regarding a flight originally booked in 2019... The flight was cancelled, a voucher was issued, another flight was booked using this voucher, and then again cancelled. After trying to use the voucher for a new flight, BA kept advising I couldn't as the voucher had been used. I asked them to check the status of that flight (as it never left) and the agent advised she didn't have access to that information. Two years in, I managed to speak to someone who recognised that either a voucher or refund was due and made a note on my record. I then decided to pursue a refund, as felt this would be less problematic. BA have acknowledged they owe me a refund. One phone call they said it will be with me in 18 working days. I then chased when it was long overdue. I was then told it will be with me in 21 working days. The refund never came. I try regularly to get through to Customer Service for the automated system to advise no agents are available. I have also sent two follow up messages via the case reference link they sent me, requesting an update, but with no response. Honestly feel very let down by BA who up until this, I felt were the more trustworthy and reliable airline. I suspect they will have ruined many trusted relationships with customers by now.",i have been battling a long overdue refund with ba regarding a flight originally booked in 2019 the flight was cancelled a voucher was issued another flight was booked using this voucher and then again cancelled after trying to use the voucher for a new flight ba kept advising i couldnt as the voucher had been used i asked them to check the status of that flight as it never left and the agent advised she didnt have access to that information two years in i managed to speak to someone who recognised that either a voucher or refund was due and made a note on my record i then decided to pursue a refund as felt this would be less problematic ba have acknowledged they owe me a refund one phone call they said it will be with me in 18 working days i then chased when it was long overdue i was then told it will be with me in 21 working days the refund never came i try regularly to get through to customer service for the automated system to advise no agents are available i have also sent two follow up messages via the case reference link they sent me requesting an update but with no response honestly feel very let down by ba who up until this i felt were the more trustworthy and reliable airline i suspect they will have ruined many trusted relationships with customers by now,"{'neg': 0.072, 'neu': 0.873, 'pos': 0.055, 'compound': 0.1989}"
298,298,"When I tried to check in, they required a certificate of insurance for Covid travel, but I did not have it, I tried for over 2 hours to get it issued, but my bank (where I had the travel insurance) the department that could issue the certificate was closed, it was 18:30. After a very long time, I got a cover letter which the bank sent to me, but then to be told I had missed the check in by 2 minutes. They would not let me board, and I missed the flight. So I contacted BA, and tried to rebook another departure flight, only to be told that because I missed my departing flight, my return flight had automatically been cancelled and this was BA policy. So then they worked out a new price to book the flights, but now the price was £3500. I originally paid £1500 for the flights. I then did a search on Google and found flights for £1100, flying out with Air Mauritius and returning with BA on the same flight I was originally supposed to return on. Unfortunately BA had made me miss 2 days of my holiday, I searched for over an hour but could not find anywhere on BA site that I needed the Insurance document. When I checked in for the Mauritius airways flight, they did not ask for the insurance document, and I had a lovely flight with no issues. Every time I fly with BA, I have a bad experience and I promise I will never fly with them again. ",when i tried to check in they required a certificate of insurance for covid travel but i did not have it i tried for over 2 hours to get it issued but my bank where i had the travel insurance the department that could issue the certificate was closed it was 1830 after a very long time i got a cover letter which the bank sent to me but then to be told i had missed the check in by 2 minutes they would not let me board and i missed the flight so i contacted ba and tried to rebook another departure flight only to be told that because i missed my departing flight my return flight had automatically been cancelled and this was ba policy so then they worked out a new price to book the flights but now the price was 3500 i originally paid 1500 for the flights i then did a search on google and found flights for 1100 flying out with air mauritius and returning with ba on the same flight i was originally supposed to return on unfortunately ba had made me miss 2 days of my holiday i searched for over an hour but could not find anywhere on ba site that i needed the insurance document when i checked in for the mauritius airways flight they did not ask for the insurance document and i had a lovely flight with no issues every time i fly with ba i have a bad experience and i promise i will never fly with them again ,"{'neg': 0.092, 'neu': 0.863, 'pos': 0.046, 'compound': -0.8674}"
299,299,Another dreadful mediocre experience with BA to Malaga. This time boarding was by bus and to a remote stand with no Aircon. Then on flight the the Wi-Fi was erratic and guests couldn’t order food or drinks. Then the card payment system didn’t work so we gave up on ordering. Finally at Malaga we were held up and not allowed to leave the plane as the bags had to come off first in case 'we' caused the plane to go unbalanced? Really? It’s all one excuse after another with BA these days.,another dreadful mediocre experience with ba to malaga this time boarding was by bus and to a remote stand with no aircon then on flight the the wifi was erratic and guests couldnt order food or drinks then the card payment system didnt work so we gave up on ordering finally at malaga we were held up and not allowed to leave the plane as the bags had to come off first in case we caused the plane to go unbalanced really its all one excuse after another with ba these days,"{'neg': 0.054, 'neu': 0.92, 'pos': 0.026, 'compound': -0.565}"
300,300,"Basel to Johannesburg via London. Cancelled connection flight: confusing UI, still shows cancelled booking in my bookings, never sent a confirmation email for new flights.  Cant check-in. Could check-in online or via the app. Customer service is non-existent. Busy line, after 45min still no one there to help me check in.",basel to johannesburg via london cancelled connection flight confusing ui still shows cancelled booking in my bookings never sent a confirmation email for new flights  cant checkin could checkin online or via the app customer service is nonexistent busy line after 45min still no one there to help me check in,"{'neg': 0.145, 'neu': 0.806, 'pos': 0.048, 'compound': -0.5267}"
301,301,"Very low standards for Club Europe: there was no cabin divider in the aircraft, so no privacy or separate cabin as would be expected, aircraft not properly cleaned in Athens (there was full rubbish bag left in the seat pocket). No in-flight information as the in flight maps have long disappeared from European routes which is a shame. Staff was attentive though and tried their best.",very low standards for club europe there was no cabin divider in the aircraft so no privacy or separate cabin as would be expected aircraft not properly cleaned in athens there was full rubbish bag left in the seat pocket no inflight information as the in flight maps have long disappeared from european routes which is a shame staff was attentive though and tried their best,"{'neg': 0.184, 'neu': 0.761, 'pos': 0.055, 'compound': -0.7778}"
302,302,"This flight was not affected by recent problems with BA and I was quite impressed by the British Airways Premium Economy product in a new Boeing 787. Overall, Premium Economy turned out to be premium and clearly a step up from Economy towards Business Class. Also, the Premium Economy product came across much better in the Boeing 787 than in the old B747 or even than in the B777. Seat was very comfortable and had nice leg room. Food, service and entertainment options were good. Clearly worth the extra money for Premium Economy.",this flight was not affected by recent problems with ba and i was quite impressed by the british airways premium economy product in a new boeing 787 overall premium economy turned out to be premium and clearly a step up from economy towards business class also the premium economy product came across much better in the boeing 787 than in the old b747 or even than in the b777 seat was very comfortable and had nice leg room food service and entertainment options were good clearly worth the extra money for premium economy,"{'neg': 0.025, 'neu': 0.726, 'pos': 0.249, 'compound': 0.9699}"
303,303,"British Airways continues to decline in customer service. I used to love this airline and now I have had three poor experiences back to back regarding their customer service on the phone with flight changes and vouchers. The most recent experience has cost me $3000 more than originally booked due to bad rep advice and multiple calls to the company. Even as part of the Executive Club (Silver) I continue to be left on hold for ages and in the last week have spent over 6 hours on the phone seeking support. At this rate, they have lost my trust.",british airways continues to decline in customer service i used to love this airline and now i have had three poor experiences back to back regarding their customer service on the phone with flight changes and vouchers the most recent experience has cost me 3000 more than originally booked due to bad rep advice and multiple calls to the company even as part of the executive club silver i continue to be left on hold for ages and in the last week have spent over 6 hours on the phone seeking support at this rate they have lost my trust,"{'neg': 0.082, 'neu': 0.825, 'pos': 0.093, 'compound': 0.3182}"
304,304,"On my flight from LAX to LHR I paid to pick my seat for my flight back to LAX. I saw the $116 come out of my account the next day. As I’m adding in my booking the day before my flight, the website tells me I no longer have a booked seat and the seat I paid for has been sold to someone else. I spent an hour trying to find a way to contact their customer service and at first was told to DM the airline on Twitter which I find extremely inappropriate but I still reached out anyway because I was unable to find another way to contact them. On Twitter, I was told they were looking for an agent to help me and they never ended up responding. They just left my message unread. After about 6 hours of waiting for a Twitter DM back I ended up being able to find a chat line on their website. While talking to the agent on the chat line she informed me that they sold my seat to another customer and that she would book me a new seat, however she was unable to tell me where the seat was or how many people were in my row. After a frustrating conversation she was able to book me my original seat. Soon after I tried to pull up my booking in the British Airways app and was unable to find it. I would enter the booking reference and the site would say it was a success and the booking would show up once I refreshed the page but it did not. I continued to try and add the booking and the app would do the same thing every time, say it was a success then never add the booking. I’m not able to find the chat line again and I will not DM a company on Twitter with my support issues again. I’m extremely frustrated.",on my flight from lax to lhr i paid to pick my seat for my flight back to lax i saw the 116 come out of my account the next day as im adding in my booking the day before my flight the website tells me i no longer have a booked seat and the seat i paid for has been sold to someone else i spent an hour trying to find a way to contact their customer service and at first was told to dm the airline on twitter which i find extremely inappropriate but i still reached out anyway because i was unable to find another way to contact them on twitter i was told they were looking for an agent to help me and they never ended up responding they just left my message unread after about 6 hours of waiting for a twitter dm back i ended up being able to find a chat line on their website while talking to the agent on the chat line she informed me that they sold my seat to another customer and that she would book me a new seat however she was unable to tell me where the seat was or how many people were in my row after a frustrating conversation she was able to book me my original seat soon after i tried to pull up my booking in the british airways app and was unable to find it i would enter the booking reference and the site would say it was a success and the booking would show up once i refreshed the page but it did not i continued to try and add the booking and the app would do the same thing every time say it was a success then never add the booking im not able to find the chat line again and i will not dm a company on twitter with my support issues again im extremely frustrated,"{'neg': 0.032, 'neu': 0.901, 'pos': 0.067, 'compound': 0.9054}"
305,305,"Amazing flight and comfortable. The premium economy seats have been upgraded with a leg rest. New aircraft. Staff very friendly and professional. The food was great, beyond expectation.",amazing flight and comfortable the premium economy seats have been upgraded with a leg rest new aircraft staff very friendly and professional the food was great beyond expectation,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.9402}"
306,306,"I booked a flight to London and paid, months in advance, to upgrade my seat to an isle side exit row (front of the cabin + more legroom). Upon check-in, my expensive upgrade had been given away to someone else, and I was left to choose a miserable middle seat near the toilet. I spent an entire afternoon calling customer service. If my call went through at all (the automated system simply hangs up when it decides they are too busy) I was placed on indefinite hold, replete with elevator music and an insincere guarantee that my call mattered. I was greeted by someone with a heavy accent, over a very low quality, hard to hear line (I am 32 and not deaf). Sometimes, they would purposely hang up before I said anything. Other times, they would purposely hang up after I stated my plight. IF I managed to persist through all of that, for hours on end, they would hang up purposely after ""needing"" to put me on hold once more to ""speak with their supervisor."" In the end, BA managed to swindle me for hundreds of dollars, and I booked with another airline on principle. ",i booked a flight to london and paid months in advance to upgrade my seat to an isle side exit row front of the cabin  more legroom upon checkin my expensive upgrade had been given away to someone else and i was left to choose a miserable middle seat near the toilet i spent an entire afternoon calling customer service if my call went through at all the automated system simply hangs up when it decides they are too busy i was placed on indefinite hold replete with elevator music and an insincere guarantee that my call mattered i was greeted by someone with a heavy accent over a very low quality hard to hear line i am 32 and not deaf sometimes they would purposely hang up before i said anything other times they would purposely hang up after i stated my plight if i managed to persist through all of that for hours on end they would hang up purposely after needing to put me on hold once more to speak with their supervisor in the end ba managed to swindle me for hundreds of dollars and i booked with another airline on principle ,"{'neg': 0.07, 'neu': 0.909, 'pos': 0.021, 'compound': -0.854}"
307,307,"We are on our way home after a 3 week holiday in the UK and have had all 4 flights with British Airways. Our 2 internal flights between London and Edinburgh were great due to the friendly staff and there were no complications, however, the 2 long haul flights have been a nightmare. Our initial flight from Cape Town to Heathrow was a full flight, the staff seemed very overwhelmed, they ran out of certain food and drinks and as we were in economy right at the back we got the ""leftovers"", my entertainment system was also not working. We are about to board the return flight from Heathrow to Cape Town and the check in process was horrific. I had booked through Expedia and somehow my return flight did not have a checked in bag allowance which I didn't realise until we checked in. I ended up having to pay an additional £85 for my bag, after being told to try do it under manage my booking on the app which was not possible and I also spent 20 minutes on hold trying to get through to the BA customer service number with no luck. We asked to speak to someone is person in terminal 5 and were told that they have no customer service desk in the main BA terminal.  Overall it took us about 2 hours to get me checked in after speaking to about 6 different staff members, none of which could help me. There was also a discrepancy with the baggage allowance as my friend I am traveling with was allowed 26kg and after paying to add my bag I was told it was overweight as I was only allowed 23kg and the bag was 24kg. Compared to having flown with other airlines I will never fly with BA again, the level of service is shocking compared to what you would expect.",we are on our way home after a 3 week holiday in the uk and have had all 4 flights with british airways our 2 internal flights between london and edinburgh were great due to the friendly staff and there were no complications however the 2 long haul flights have been a nightmare our initial flight from cape town to heathrow was a full flight the staff seemed very overwhelmed they ran out of certain food and drinks and as we were in economy right at the back we got the leftovers my entertainment system was also not working we are about to board the return flight from heathrow to cape town and the check in process was horrific i had booked through expedia and somehow my return flight did not have a checked in bag allowance which i didnt realise until we checked in i ended up having to pay an additional 85 for my bag after being told to try do it under manage my booking on the app which was not possible and i also spent 20 minutes on hold trying to get through to the ba customer service number with no luck we asked to speak to someone is person in terminal 5 and were told that they have no customer service desk in the main ba terminal  overall it took us about 2 hours to get me checked in after speaking to about 6 different staff members none of which could help me there was also a discrepancy with the baggage allowance as my friend i am traveling with was allowed 26kg and after paying to add my bag i was told it was overweight as i was only allowed 23kg and the bag was 24kg compared to having flown with other airlines i will never fly with ba again the level of service is shocking compared to what you would expect,"{'neg': 0.054, 'neu': 0.864, 'pos': 0.082, 'compound': 0.8399}"
308,308,I would like to thank you for the great service. I am a handicap and my family and I were afraid of this trip because I was flying alone and had a layover in London of a few hours. I had to change terminals and everything but thanks to a great service my trip was amazing. They took great care of me and made sure I was doing well throughout the whole flight.,i would like to thank you for the great service i am a handicap and my family and i were afraid of this trip because i was flying alone and had a layover in london of a few hours i had to change terminals and everything but thanks to a great service my trip was amazing they took great care of me and made sure i was doing well throughout the whole flight,"{'neg': 0.017, 'neu': 0.579, 'pos': 0.404, 'compound': 0.9889}"
309,309,"I connected into Madrid on Iberia and wrote a scathing review of their awful long haul business class service. British Airways short haul business class was in a totally different class. The cabin had 10 rows of seats in BC, a record for me. The staff met us at the door in a very cheerful way and this was a sign of the highly professional way they would continue to look after us throughout the flight. The messaging from cabin crew and flight crew was excellent. The food was first class, nothing was too much for the staff. Why, oh why can two members of the same company offer such different levels of sift and hard service? My thought is that it must be ingrained in the ethics of the company. British Airways keep up the good work, (it would be better if you had proper business class seats like some of your European competitors) overall you made me feel proud to be a Brit.",i connected into madrid on iberia and wrote a scathing review of their awful long haul business class service british airways short haul business class was in a totally different class the cabin had 10 rows of seats in bc a record for me the staff met us at the door in a very cheerful way and this was a sign of the highly professional way they would continue to look after us throughout the flight the messaging from cabin crew and flight crew was excellent the food was first class nothing was too much for the staff why oh why can two members of the same company offer such different levels of sift and hard service my thought is that it must be ingrained in the ethics of the company british airways keep up the good work it would be better if you had proper business class seats like some of your european competitors overall you made me feel proud to be a brit,"{'neg': 0.025, 'neu': 0.866, 'pos': 0.109, 'compound': 0.9381}"
310,310,"We flew from Dubrovnik to Heathrow on the 24th April 2022. Check in was very fast and we cleared security in about 15 minute, we made our way up to the lounge which just has the basic essentials but was clean and spacious. When boarding time came we had priority boarding and was the first few to board, welcomed by the cabin crew and given wipes, once seated we left more or less on tme had the safety brief taxiing for take off. Once airborne it was soon time for the drinks and meal services, choice of 3 main meal options which was very good, served by very friendly crew, the captain kept us informed about the progress of the journey arrived at Heathrow slightly early. Overall a very pleasant trip. We will be flying again with British Airways",we flew from dubrovnik to heathrow on the 24th april 2022 check in was very fast and we cleared security in about 15 minute we made our way up to the lounge which just has the basic essentials but was clean and spacious when boarding time came we had priority boarding and was the first few to board welcomed by the cabin crew and given wipes once seated we left more or less on tme had the safety brief taxiing for take off once airborne it was soon time for the drinks and meal services choice of 3 main meal options which was very good served by very friendly crew the captain kept us informed about the progress of the journey arrived at heathrow slightly early overall a very pleasant trip we will be flying again with british airways,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.9847}"
311,311,"I have always chosen to not make a big deal of the poor service, delays, dirty aircraft, over packed lounges, cabin crew etc experienced over the years but have lost all patience with this airline. Having paid almost £1K extra to change our return flight for the family, to get a flight at a specific time, BA cancelled this and placed us on another flight almost 10 hours later. There was no option to get any of the other available flights. The business class lounge at LHR was packed with hardly any space to move. The aircraft was filthy with food wrapping papers on my seat and floor. The seats were uncomfortable. Food for business class passengers included bread rolls passed in a basket. The poor level of hygiene, overcrowding, delays, cancellations makes this the worst airline I have had to endure. ",i have always chosen to not make a big deal of the poor service delays dirty aircraft over packed lounges cabin crew etc experienced over the years but have lost all patience with this airline having paid almost 1k extra to change our return flight for the family to get a flight at a specific time ba cancelled this and placed us on another flight almost 10 hours later there was no option to get any of the other available flights the business class lounge at lhr was packed with hardly any space to move the aircraft was filthy with food wrapping papers on my seat and floor the seats were uncomfortable food for business class passengers included bread rolls passed in a basket the poor level of hygiene overcrowding delays cancellations makes this the worst airline i have had to endure ,"{'neg': 0.166, 'neu': 0.834, 'pos': 0.0, 'compound': -0.9762}"
312,312,"Business lounge was closed at Pisa airport which was probably beyond the control of British Airways but as it had been closed since January the least British Airways could have done would have issued their customers who paid for this service vouchers to be used at the airport, I complained about this to BA and as compensation they said they would credit my account with 10000 Avios points which I felt was an adequate compensation and at that point felt BA had handled the situation in a prompt and professional manner. However that was seven weeks ago and no Avios points have been added to my account, I have called their call centre multiple times at one point being put on hold for an hour to put through to the right department, when the phone was answered I was told it was the wrong department and to phone a number which was read out to me which was the same number I was calling! This scenario has replayed itself probably about twenty times now, it is clear that BA have no intention of resolving this and are just making their customer go round in circles before they give up, This airline is absolutely appalling in the way it treats its customers.",business lounge was closed at pisa airport which was probably beyond the control of british airways but as it had been closed since january the least british airways could have done would have issued their customers who paid for this service vouchers to be used at the airport i complained about this to ba and as compensation they said they would credit my account with 10000 avios points which i felt was an adequate compensation and at that point felt ba had handled the situation in a prompt and professional manner however that was seven weeks ago and no avios points have been added to my account i have called their call centre multiple times at one point being put on hold for an hour to put through to the right department when the phone was answered i was told it was the wrong department and to phone a number which was read out to me which was the same number i was calling this scenario has replayed itself probably about twenty times now it is clear that ba have no intention of resolving this and are just making their customer go round in circles before they give up this airline is absolutely appalling in the way it treats its customers,"{'neg': 0.075, 'neu': 0.856, 'pos': 0.069, 'compound': -0.5483}"
313,313,"Our Good Friday flight was delayed by 5hours, STD 12.50 ATD 18.00 TO Durban, South Africa from Johannesburg. There were no announcements made, when approached no time frame was given, they simply didn't know. An aircraft had to be towed from a hanger at Johannesburg. Crew arrived late. The aircraft was filthy. We shall never fly Comair again that includes Kulula or BA absolutely shocking service.",our good friday flight was delayed by 5hours std 1250 atd 1800 to durban south africa from johannesburg there were no announcements made when approached no time frame was given they simply didnt know an aircraft had to be towed from a hanger at johannesburg crew arrived late the aircraft was filthy we shall never fly comair again that includes kulula or ba absolutely shocking service,"{'neg': 0.129, 'neu': 0.831, 'pos': 0.04, 'compound': -0.659}"
314,314,We had a trip with 4 flights included. All 4 flights were delayed. The worst with 2h15min. Also one flight was cancelled and we were rebooked to a 4h earlier flight loosing 4h of our short vacation. No explanation or compensation was given for the cancelled flights or delays. I expected a lot better as I have earlier used BA with good results. This was a really bad experience and I will avoid using BA for any further travels.,we had a trip with 4 flights included all 4 flights were delayed the worst with 2h15min also one flight was cancelled and we were rebooked to a 4h earlier flight loosing 4h of our short vacation no explanation or compensation was given for the cancelled flights or delays i expected a lot better as i have earlier used ba with good results this was a really bad experience and i will avoid using ba for any further travels,"{'neg': 0.214, 'neu': 0.718, 'pos': 0.068, 'compound': -0.8858}"
315,315,"My first time in the new Club World suite. Excellent, lots of space and privacy, very good seat. I doubt if this can be bettered. Good staff as ever. My only quibble is that the food is all served at once. BA needs to roll this out quickly!",my first time in the new club world suite excellent lots of space and privacy very good seat i doubt if this can be bettered good staff as ever my only quibble is that the food is all served at once ba needs to roll this out quickly,"{'neg': 0.049, 'neu': 0.77, 'pos': 0.181, 'compound': 0.8086}"
316,316,"I had an Incredible rude check in staff at the British Airways counter in Nice on 16th April 2022. Zero empathy towards me a struggling customer. Second situation happened when we arrived into Nice Terminal 1 on BA0262 13 April where my luggage did not make it on the same flight as me and had to put my details down for delivery. When our luggage arrived at Nice airport the day after and received an email from the AVIA Partner lost and found (British Airways Partner) at 13:14PM informing us that our luggage has now arrived in Nice. After multiple emails back and forth with emphasis on we were strongly expressing that I did not have clothes or shoes to wear and that we only had 3 short days in Monaco, it was vital we received the luggage ASAP, the lady replied “If it is so important why don’t you come and pick it up here at the airport or send your driver to pick it up” despite the fact that a proper delivery address was supplied to them from the very beginning. This has been an appalling experience.",i had an incredible rude check in staff at the british airways counter in nice on 16th april 2022 zero empathy towards me a struggling customer second situation happened when we arrived into nice terminal 1 on ba0262 13 april where my luggage did not make it on the same flight as me and had to put my details down for delivery when our luggage arrived at nice airport the day after and received an email from the avia partner lost and found british airways partner at 1314pm informing us that our luggage has now arrived in nice after multiple emails back and forth with emphasis on we were strongly expressing that i did not have clothes or shoes to wear and that we only had 3 short days in monaco it was vital we received the luggage asap the lady replied if it is so important why dont you come and pick it up here at the airport or send your driver to pick it up despite the fact that a proper delivery address was supplied to them from the very beginning this has been an appalling experience,"{'neg': 0.053, 'neu': 0.858, 'pos': 0.089, 'compound': 0.7404}"
317,317,"We booked a business class flight with Qantas from Melbourne to Glasgow via London. As Qantas fly to Heathrow, British Airways is their partner airline so we were automatically booked on BA from Heathrow to Glasgow. We booked this flight in October however 2 days before we were due to leave, we received an email from British Airways, advising that our flight from Heathrow to Glasgow has been cancelled. To help us out the email said, they had however booked us on another flight leaving from London City Airport, which is 26 miles from Heathrow Airport and the flight is going to Edinburgh, not Glasgow. Not sure how we were supposed to get from Glasgow, additionally it is in economy, not business class even though we had booked business class originally. We booked this as one connecting flight so British Airways know that we have just travelled 22 hours from Australia. There was no mention in the email about compensation for the change of class or additional travel costs in getting to another airport, nothing about possibly not accepting the flight given it was obviously never going to work for us and no contact details for British Airways. They also sent the email on Good Friday so even when I did eventually find a contact number, their office was closed. I have never experienced such terrible customer service with any airline I have ever flow on and I can guarantee I will never fly British Airways again. ",we booked a business class flight with qantas from melbourne to glasgow via london as qantas fly to heathrow british airways is their partner airline so we were automatically booked on ba from heathrow to glasgow we booked this flight in october however 2 days before we were due to leave we received an email from british airways advising that our flight from heathrow to glasgow has been cancelled to help us out the email said they had however booked us on another flight leaving from london city airport which is 26 miles from heathrow airport and the flight is going to edinburgh not glasgow not sure how we were supposed to get from glasgow additionally it is in economy not business class even though we had booked business class originally we booked this as one connecting flight so british airways know that we have just travelled 22 hours from australia there was no mention in the email about compensation for the change of class or additional travel costs in getting to another airport nothing about possibly not accepting the flight given it was obviously never going to work for us and no contact details for british airways they also sent the email on good friday so even when i did eventually find a contact number their office was closed i have never experienced such terrible customer service with any airline i have ever flow on and i can guarantee i will never fly british airways again ,"{'neg': 0.039, 'neu': 0.909, 'pos': 0.052, 'compound': 0.5239}"
318,318,"The service was very good, the cabin crew were very kind and the boarding was very quick for an aircraft of this size. The seat was comfortable for economy and because the A380 walls are still expanding outwards on the first floor, there was a lot of space. The food was good for airplane food. The only bad thing was the ife screen was quite outdated and wasn't good quality, however there was a large selection of movies and TV shows",the service was very good the cabin crew were very kind and the boarding was very quick for an aircraft of this size the seat was comfortable for economy and because the a380 walls are still expanding outwards on the first floor there was a lot of space the food was good for airplane food the only bad thing was the ife screen was quite outdated and wasnt good quality however there was a large selection of movies and tv shows,"{'neg': 0.038, 'neu': 0.784, 'pos': 0.178, 'compound': 0.9197}"
